File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF149DWV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR793HZD	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	2 hour							JUN-human	DNA				formaldehyde		2016-12-20	GGR		sonication (Bioruptor Twin)	>200	2, 3	2_1, 3_1							/files/ENCFF791PVF/, /files/ENCFF558WMZ/, /files/ENCFF425AAK/, /files/ENCFF219NPG/, /files/ENCFF807MDX/, /files/ENCFF356LFX/	562872	ENCODE Processing Pipeline	b1849b20d8b1fd62091e3e729f4e59ff		https://www.encodeproject.org/files/ENCFF149DWV/@@download/ENCFF149DWV.bed.gz				released	s3://encode-public/2021/01/02/bb7df9d1-3760-4f03-844c-c6e34362c2a8/ENCFF149DWV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/bb7df9d1-3760-4f03-844c-c6e34362c2a8/ENCFF149DWV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released			
ENCFF204QCJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR089NBS	TF ChIP-seq	/human-donors/ENCDO804CLC/	UBERON:0002080	heart right ventricle	tissue	Homo sapiens										CTCF-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF305OVC/, /files/ENCFF834STJ/	851702	ENCODE Processing Pipeline	65712c75abec524cf250ea34b8d4cc92		https://www.encodeproject.org/files/ENCFF204QCJ/@@download/ENCFF204QCJ.bed.gz				released	s3://encode-public/2021/09/16/f5aa9c9e-c542-4ad0-8593-f68c2623fe4d/ENCFF204QCJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/f5aa9c9e-c542-4ad0-8593-f68c2623fe4d/ENCFF204QCJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking		
ENCFF499KOY	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR173USN	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23099/'], '@type': ['Target', 'Item'], 'name': 'ZBTB43-human', 'label': 'ZBTB43', '@id': '/targets/ZBTB43-human/', 'title': 'ZBTB43 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'c4fd1273-5058-4d6b-90b2-4fa94d61d714', 'status': 'released'}				ZBTB43-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF657NDS/, /files/ENCFF705PXM/, /files/ENCFF153VLU/	329283	ENCODE Processing Pipeline	549912391683fc34e64e1d1121d0cf87		https://www.encodeproject.org/files/ENCFF499KOY/@@download/ENCFF499KOY.bed.gz				released	s3://encode-public/2020/07/01/50bb4665-aa91-483e-a56d-174db48bd964/ENCFF499KOY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/01/50bb4665-aa91-483e-a56d-174db48bd964/ENCFF499KOY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF415MKA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR567NTZ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1664'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6939/'], '@type': ['Target', 'Item'], 'name': 'TCF15-human', 'label': 'TCF15', '@id': '/targets/TCF15-human/', 'title': 'TCF15 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'fa33e916-4768-45fa-bdc5-a1eaa1bb24c9', 'status': 'released'}				TCF15-human	DNA						2022-01-05	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF257NVZ/, /files/ENCFF470AOM/, /files/ENCFF174OKT/	64197	ENCODE Processing Pipeline	a64daf572aa7d4a59739d89b7951b32c		https://www.encodeproject.org/files/ENCFF415MKA/@@download/ENCFF415MKA.bed.gz				released	s3://encode-public/2021/12/22/16f9b0dc-bfd1-493f-a48f-3e3a0656fcf1/ENCFF415MKA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/12/22/16f9b0dc-bfd1-493f-a48f-3e3a0656fcf1/ENCFF415MKA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	inconsistent platforms, mild to moderate bottlenecking, moderate library complexity		
ENCFF680HME	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR489DIG	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	3 hour							JUN-human	DNA				formaldehyde		2016-12-20	GGR		sonication (Bioruptor Twin)	>200	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF356LFX/, /files/ENCFF938FUP/, /files/ENCFF263TVI/, /files/ENCFF181COD/, /files/ENCFF774BMC/, /files/ENCFF546FLJ/, /files/ENCFF452EUS/	391794	ENCODE Processing Pipeline	db929759006cb02ae61c8ca9e9478394		https://www.encodeproject.org/files/ENCFF680HME/@@download/ENCFF680HME.bed.gz				released	s3://encode-public/2021/01/02/0f625c1f-e6ce-4b37-8199-687e05221118/ENCFF680HME.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/0f625c1f-e6ce-4b37-8199-687e05221118/ENCFF680HME.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released			
ENCFF757ODD	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR647PJW	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										SFPQ-human	DNA			SDS	formaldehyde		2017-08-17	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF001TDO/, /files/ENCFF078LFQ/, /files/ENCFF182ANX/, /files/ENCFF671NLJ/	4396	ENCODE Processing Pipeline	61ee32204d7de9b2505c9725fc7f53dc		https://www.encodeproject.org/files/ENCFF757ODD/@@download/ENCFF757ODD.bed.gz				released	s3://encode-public/2017/08/16/326ab8f7-20ea-4237-a0f1-0151552eff7f/ENCFF757ODD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/08/16/326ab8f7-20ea-4237-a0f1-0151552eff7f/ENCFF757ODD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	released	mild to moderate bottlenecking, low read depth, moderate library complexity, low read length		
ENCFF652ZEN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR647PJW	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										SFPQ-human	DNA			SDS	formaldehyde		2017-08-17	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF321KCO/, /files/ENCFF339ALK/, /files/ENCFF255QGB/, /files/ENCFF729KBJ/	4439	ENCODE Processing Pipeline	efdb54dc16abe314f2b7c8ed6573b04d		https://www.encodeproject.org/files/ENCFF652ZEN/@@download/ENCFF652ZEN.bed.gz				released	s3://encode-public/2020/12/03/ab6cc86c-35f0-4e72-b8ba-cfa9d9e56d97/ENCFF652ZEN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/ab6cc86c-35f0-4e72-b8ba-cfa9d9e56d97/ENCFF652ZEN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, moderate library complexity, low read length		
ENCFF989FMK	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR110QIL	TF ChIP-seq	/human-donors/ENCDO882UJI/	EFO:0009747	WTC11	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1725'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6096/'], '@type': ['Target', 'Item'], 'name': 'RORB-human', 'label': 'RORB', '@id': '/targets/RORB-human/', 'title': 'RORB (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '7466746b-2b38-4b02-b35e-adb869315d44', 'status': 'released'}				RORB-human	DNA						2021-09-02	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF961WVL/, /files/ENCFF614QWO/, /files/ENCFF638NYF/	14868	ENCODE Processing Pipeline	6b6c827d0c4a0f89ba676bd7a6d1c039		https://www.encodeproject.org/files/ENCFF989FMK/@@download/ENCFF989FMK.bed.gz				released	s3://encode-public/2021/09/01/873dd9d1-8efe-44ca-a68c-6aa2971de376/ENCFF989FMK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/09/01/873dd9d1-8efe-44ca-a68c-6aa2971de376/ENCFF989FMK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking		
ENCFF891HTS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR421QXA	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1270'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/51276/'], '@type': ['Target', 'Item'], 'name': 'ZNF571-human', 'label': 'ZNF571', '@id': '/targets/ZNF571-human/', 'title': 'ZNF571 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '287fb001-7150-4bb8-ada0-28c82a8ea81c', 'status': 'released'}				ZNF571-human	DNA				formaldehyde		2017-04-06	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF552DYD/, /files/ENCFF350INM/, /files/ENCFF031UZD/, /files/ENCFF356LFX/, /files/ENCFF365TJG/, /files/ENCFF300ATN/, /files/ENCFF036EBY/, /files/ENCFF852BFO/, /files/ENCFF713QSG/	14886	ENCODE Processing Pipeline	aa2e2feb30713cba2cf7a2090add61c1		https://www.encodeproject.org/files/ENCFF891HTS/@@download/ENCFF891HTS.bed.gz				released	s3://encode-public/2020/07/31/36485914-fa15-4746-aed5-ed35c8c224aa/ENCFF891HTS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/31/36485914-fa15-4746-aed5-ed35c8c224aa/ENCFF891HTS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification characterization, missing biosample characterization		
ENCFF227HVU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR985OYK	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:ZBTB11'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/27107/'], '@type': ['Target', 'Item'], 'label': 'ZBTB11', 'title': 'ZBTB11 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'e6b7c1f8-62d9-48fb-a633-b01a6c77ac69', 'schema_version': '14', 'name': 'ZBTB11-human', '@id': '/targets/ZBTB11-human/', 'status': 'released'}				ZBTB11-human	DNA						2021-01-06	ENCODE		sonication (Bioruptor Pico)	250-450	3, 4	3_1, 4_1							/files/ENCFF900MNG/, /files/ENCFF356LFX/, /files/ENCFF174OKT/, /files/ENCFF465SQQ/	76588	ENCODE Processing Pipeline	ed4dfdea1e3ee63fe51e82eea5399fc2		https://www.encodeproject.org/files/ENCFF227HVU/@@download/ENCFF227HVU.bed.gz				released	s3://encode-public/2020/11/04/4d549787-8bfc-4152-9d73-0858392df1be/ENCFF227HVU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/04/4d549787-8bfc-4152-9d73-0858392df1be/ENCFF227HVU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking		
ENCFF072JDK	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR598TIR	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:ZNF507'], 'aliases': ['michael-snyder:TS-1390'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/22847/'], '@type': ['Target', 'Item'], 'label': 'ZNF507', 'title': 'ZNF507 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'a48b8f39-beea-48f4-87dd-b17047f9d425', 'schema_version': '14', 'name': 'ZNF507-human', '@id': '/targets/ZNF507-human/', 'status': 'released'}		hg19 19 32691021 32891354		ZNF507-human	DNA						2017-02-13	ENCODE				1, 2	1_1, 2_1							/files/ENCFF058LTN/, /files/ENCFF776JEU/, /files/ENCFF612SFC/, /files/ENCFF356LFX/	213270	ENCODE Processing Pipeline	1da9efad4974b28f1096ea55f5c761bd		https://www.encodeproject.org/files/ENCFF072JDK/@@download/ENCFF072JDK.bed.gz				released	s3://encode-public/2020/12/03/c8c97bef-d411-411e-bcc7-47569360d1d6/ENCFF072JDK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/c8c97bef-d411-411e-bcc7-47569360d1d6/ENCFF072JDK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, missing compliant biosample characterization		
ENCFF115EJR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR449SEF	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0001157	transverse colon	tissue	Homo sapiens										CTCF-human	DNA						2018-12-14	ENCODE		sonication (generic), none	200-600	1, 2	1_1, 1_2, 2_1, 2_2							/files/ENCFF346JZT/, /files/ENCFF356LFX/, /files/ENCFF234NNJ/, /files/ENCFF096UPQ/, /files/ENCFF672XGY/	526523	ENCODE Processing Pipeline	2139b51b039e0679c51d28573620202b		https://www.encodeproject.org/files/ENCFF115EJR/@@download/ENCFF115EJR.bed.gz				released	s3://encode-public/2020/09/23/9accd629-31de-4884-9be7-f53679af589a/ENCFF115EJR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/9accd629-31de-4884-9be7-f53679af589a/ENCFF115EJR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	inconsistent platforms, borderline replicate concordance, antibody characterized with exemption		
ENCFF052QED	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR569SZK	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0001323	tibial nerve	tissue	Homo sapiens										EP300-human	DNA				formaldehyde		2017-06-15	ENCODE		sonication (generic)		1	1_1							/files/ENCFF356LFX/, /files/ENCFF616GYW/, /files/ENCFF929SKU/	280692	ENCODE Processing Pipeline	cae2569abafaf73442587224affb6f32		https://www.encodeproject.org/files/ENCFF052QED/@@download/ENCFF052QED.bed.gz				released	s3://encode-public/2020/12/03/bcadcdee-1e9c-4804-b8df-3ccdb2c6ef20/ENCFF052QED.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/bcadcdee-1e9c-4804-b8df-3ccdb2c6ef20/ENCFF052QED.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking		
ENCFF683VXW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR567QAD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-561'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/403341/'], '@type': ['Target', 'Item'], 'name': 'ZBTB34-human', 'label': 'ZBTB34', '@id': '/targets/ZBTB34-human/', 'title': 'ZBTB34 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '8cca1f71-881b-4f7e-bb78-6c3b1d730d67', 'status': 'released'}				ZBTB34-human	DNA						2021-12-08	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF570NOM/, /files/ENCFF135MVA/, /files/ENCFF920UOH/, /files/ENCFF356LFX/	30844	ENCODE Processing Pipeline	da036541d141dc9b20a7e7d9c6fce8bc		https://www.encodeproject.org/files/ENCFF683VXW/@@download/ENCFF683VXW.bed.gz				released	s3://encode-public/2021/11/25/18f327a3-5382-4cf4-b0c3-ed2f0368f80e/ENCFF683VXW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/25/18f327a3-5382-4cf4-b0c3-ed2f0368f80e/ENCFF683VXW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF885XKL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR744RAS	TF ChIP-seq	/human-donors/ENCDO882UJI/	EFO:0009747	WTC11	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/79977/'], '@type': ['Target', 'Item'], 'name': 'GRHL2-human', 'label': 'GRHL2', '@id': '/targets/GRHL2-human/', 'title': 'GRHL2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'dc0ad157-dcb9-4a14-b1b6-89bfab50ca04', 'status': 'released'}				GRHL2-human	DNA						2022-09-02	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF101MTR/, /files/ENCFF356LFX/, /files/ENCFF147IEL/, /files/ENCFF961WVL/	1154	ENCODE Processing Pipeline	84ec8b489aba87f6d2a92107727807eb		https://www.encodeproject.org/files/ENCFF885XKL/@@download/ENCFF885XKL.bed.gz				released	s3://encode-public/2022/04/02/3c33af25-519a-4a9c-b354-8d3e21d6ca17/ENCFF885XKL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/04/02/3c33af25-519a-4a9c-b354-8d3e21d6ca17/ENCFF885XKL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, moderate library complexity	insufficient replicate concordance, severe bottlenecking	
ENCFF601LMD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR801JWB	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/57594/'], '@type': ['Target', 'Item'], 'name': 'HOMEZ-human', 'label': 'HOMEZ', '@id': '/targets/HOMEZ-human/', 'title': 'HOMEZ (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'be4a5848-f126-4606-8ce8-5840c8f8f8f9', 'status': 'released'}				HOMEZ-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF045CPH/, /files/ENCFF013FEH/, /files/ENCFF356LFX/	48342	ENCODE Processing Pipeline	97d91af9766eea69b6f2305d0b957d84		https://www.encodeproject.org/files/ENCFF601LMD/@@download/ENCFF601LMD.bed.gz				released	s3://encode-public/2020/07/03/bf3cc712-0e09-46f2-aed5-11f73ae2eb02/ENCFF601LMD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/03/bf3cc712-0e09-46f2-aed5-11f73ae2eb02/ENCFF601LMD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF647OBG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR830LDY	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:MEIS2'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4212/'], '@type': ['Target', 'Item'], 'label': 'MEIS2', 'title': 'MEIS2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'c96db038-5225-49df-bd0a-d212d7e0bd57', 'schema_version': '14', 'name': 'MEIS2-human', '@id': '/targets/MEIS2-human/', 'status': 'released'}				MEIS2-human	DNA				formaldehyde		2021-08-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF979HDL/, /files/ENCFF721XPX/, /files/ENCFF657NDS/, /files/ENCFF356LFX/	375585	ENCODE Processing Pipeline	75bb46871c376c14aafd8ad338153606		https://www.encodeproject.org/files/ENCFF647OBG/@@download/ENCFF647OBG.bed.gz				released	s3://encode-public/2021/08/02/66d122bb-33e6-4b19-943c-965d3d8ad428/ENCFF647OBG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/08/02/66d122bb-33e6-4b19-943c-965d3d8ad428/ENCFF647OBG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF488OTN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR760UVO	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										KLF16-human	DNA						2016-09-12	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF719XMZ/, /files/ENCFF531ROB/, /files/ENCFF142XLB/, /files/ENCFF356LFX/, /files/ENCFF538CZB/	310903	ENCODE Processing Pipeline	443d7e9a0b081bc02f49ccd186ea5fa8		https://www.encodeproject.org/files/ENCFF488OTN/@@download/ENCFF488OTN.bed.gz				released	s3://encode-public/2021/02/04/b482edd7-3d90-48fa-bb8d-1a2f3c458084/ENCFF488OTN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/b482edd7-3d90-48fa-bb8d-1a2f3c458084/ENCFF488OTN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption		
