2023-12-25 10:23:06.208471	https://www.encodeproject.org/report/?type=Experiment&assay_slims=DNA+binding&assay_title=TF+ChIP-seq&target.investigated_as=transcription+factor&replicates.library.biosample.donor.organism.scientific_name=Homo+sapiens&status=released&files.file_type=bed+narrowPeak&audit.ERROR.category%21=extremely+low+read+depth&audit.ERROR.category%21=missing+control+alignments&audit.ERROR.category%21=control+extremely+low+read+depth&audit.ERROR.category%21=not+compliant+biosample+characterization&audit.ERROR.category%21=extremely+low+read+length&limit=all
ID	Accession	Assay name	Assay title	Biosample classification	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR148FHD/	ENCSR148FHD	ChIP-seq	TF ChIP-seq	cell line	/targets/ZNF827-human/	ZNF827	ZNF827	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF827	HepG2	GEO:GSE231152	ChIP-Seq on HepG2	Richard Myers, HAIB	ENCODE	released	/files/ENCFF218NTY/,/files/ENCFF035CFI/,/files/ENCFF851ZBZ/,/files/ENCFF800YXD/,/files/ENCFF869TBP/,/files/ENCFF772MVJ/,/files/ENCFF471FQZ/,/files/ENCFF806RAF/,/files/ENCFF973PMB/,/files/ENCFF745JFU/,/files/ENCFF519ZGC/,/files/ENCFF227CZM/,/files/ENCFF600REV/,/files/ENCFF550ORB/,/files/ENCFF456LMZ/,/files/ENCFF591ZUK/,/files/ENCFF674EXF/,/files/ENCFF882CAB/,/files/ENCFF004BLZ/,/files/ENCFF647JGT/,/files/ENCFF615PNT/,/files/ENCFF049LXM/,/files/ENCFF781COE/,/files/ENCFF525VJF/		ENCBS627RBI,ENCBS669GSG	1,2	1	ENCAB697XQW	Homo sapiens	child	15 years										/organisms/human/		/replicates/15123ecc-beba-408b-8a37-a616c352c6b8/,/replicates/3af3ba2b-8eac-4f07-8324-bbbca28ba5e2/				
/experiments/ENCSR000EYB/	ENCSR000EYB	ChIP-seq	TF ChIP-seq	cell line	/targets/GATA2-human/	GATA2	GATA2	Homo sapiens SH-SY5Y	SH-SY5Y	UCSC-ENCODE-hg19:wgEncodeEH001770,GEO:GSM935589,FactorBook:ENCSR000EYB	GATA2 ChIP-seq on human SH-SY5Y	Peggy Farnham, USC	ENCODE	released	/files/ENCFF000ZPP/,/files/ENCFF000ZPQ/,/files/ENCFF000ZPR/,/files/ENCFF000ZPS/,/files/ENCFF000ZQF/,/files/ENCFF000ZQX/,/files/ENCFF001VQV/,/files/ENCFF002CZZ/,/files/ENCFF680MNQ/,/files/ENCFF354VOK/,/files/ENCFF658RFI/,/files/ENCFF823FPK/,/files/ENCFF330EUW/,/files/ENCFF334FFC/,/files/ENCFF325HRK/,/files/ENCFF826FNF/,/files/ENCFF967ORA/,/files/ENCFF865GLB/,/files/ENCFF866EMS/,/files/ENCFF099JBR/,/files/ENCFF825SVZ/,/files/ENCFF914TMX/,/files/ENCFF295BOZ/,/files/ENCFF254FIM/,/files/ENCFF778DVY/,/files/ENCFF703EAJ/,/files/ENCFF713KBN/,/files/ENCFF951MPF/,/files/ENCFF145JUM/,/files/ENCFF064YWN/,/files/ENCFF862RDQ/,/files/ENCFF553BNV/,/files/ENCFF649SQP/,/files/ENCFF338FRP/,/files/ENCFF632UBV/,/files/ENCFF732RZE/,/files/ENCFF170CHF/,/files/ENCFF966REE/,/files/ENCFF427YLR/,/files/ENCFF770MLZ/,/files/ENCFF589CIG/,/files/ENCFF902UNH/,/files/ENCFF086NRZ/,/files/ENCFF325FPK/,/files/ENCFF150EDY/,/files/ENCFF207NTV/,/files/ENCFF220YOA/,/files/ENCFF609UKQ/,/files/ENCFF603PCZ/,/files/ENCFF365ZWD/,/files/ENCFF567ILK/,/files/ENCFF977NUV/,/files/ENCFF080FPI/,/files/ENCFF593BSG/,/files/ENCFF165OBP/,/files/ENCFF491XWW/,/files/ENCFF266SXC/,/files/ENCFF640UKO/,/files/ENCFF696PCS/,/files/ENCFF364GAH/,/files/ENCFF752HVO/,/files/ENCFF935XCZ/,/files/ENCFF637BCA/,/files/ENCFF523XZZ/,/files/ENCFF946TTM/,/files/ENCFF570VTR/,/files/ENCFF522XRY/,/files/ENCFF485VRR/,/files/ENCFF282FQZ/,/files/ENCFF485YIB/,/files/ENCFF438AMY/		ENCBS264AAA	1,2	1	ENCAB000AGT	Homo sapiens	child	4 years												/replicates/e68a3bb8-437a-4820-89d6-2765bc837c8a/,/replicates/48c6ea0d-36d3-4a21-9122-95bc295d62df/				
/experiments/ENCSR000DNM/	ENCSR000DNM	ChIP-seq	TF ChIP-seq	cell line	/targets/NFYB-human/	NFYB	NFYB	Homo sapiens GM12878	GM12878	UCSC-ENCODE-hg19:wgEncodeEH002065,FactorBook:ENCSR000DNM,GEO:GSM935507	NFYB ChIP-seq on human GM12878	Kevin Struhl, HMS	ENCODE	released	/files/ENCFF000VZX/,/files/ENCFF000VZY/,/files/ENCFF000VZZ/,/files/ENCFF000WAB/,/files/ENCFF000WAC/,/files/ENCFF000WAE/,/files/ENCFF001VEV/,/files/ENCFF002CPC/,/files/ENCFF103NWQ/,/files/ENCFF920UGA/,/files/ENCFF498VCN/,/files/ENCFF962YKV/,/files/ENCFF347TBE/,/files/ENCFF126JJU/,/files/ENCFF058VAL/,/files/ENCFF629CYS/,/files/ENCFF966JJV/,/files/ENCFF271UAB/,/files/ENCFF939JTF/,/files/ENCFF112JWF/,/files/ENCFF556ZPR/,/files/ENCFF467NRS/,/files/ENCFF379LEY/,/files/ENCFF105DRJ/,/files/ENCFF410EFM/,/files/ENCFF655JXN/,/files/ENCFF911SLA/,/files/ENCFF363BLT/,/files/ENCFF617QWH/,/files/ENCFF183ERM/,/files/ENCFF623HYS/,/files/ENCFF905UCS/,/files/ENCFF239BIV/,/files/ENCFF350IOX/,/files/ENCFF311TXJ/,/files/ENCFF420UUZ/,/files/ENCFF006ASD/,/files/ENCFF616TUF/,/files/ENCFF510NDO/,/files/ENCFF895UDQ/,/files/ENCFF273HRD/,/files/ENCFF619WFM/,/files/ENCFF814DIE/,/files/ENCFF886QMO/,/files/ENCFF647COW/,/files/ENCFF522KNH/,/files/ENCFF004JPO/,/files/ENCFF129RNC/,/files/ENCFF746RQR/,/files/ENCFF655VIM/,/files/ENCFF383RHC/,/files/ENCFF422PPU/,/files/ENCFF954HNR/,/files/ENCFF718SCC/,/files/ENCFF177EVN/,/files/ENCFF544SDG/,/files/ENCFF474DNH/,/files/ENCFF542URL/,/files/ENCFF293ERD/,/files/ENCFF603TFS/,/files/ENCFF225JEM/,/files/ENCFF843LVO/,/files/ENCFF992FDL/,/files/ENCFF058SSI/,/files/ENCFF703ZYZ/,/files/ENCFF524TXI/,/files/ENCFF981ONQ/,/files/ENCFF690UON/,/files/ENCFF829NTQ/,/files/ENCFF156MUM/,/files/ENCFF359ATR/		ENCBS630AAA	2,1	1	ENCAB000AJD	Homo sapiens	adult													/replicates/0c7e87e0-cb23-4188-99ab-dcf73aefedfc/,/replicates/23a977f9-48a3-4405-8915-0369d8010536/				
/experiments/ENCSR658YLN/	ENCSR658YLN	ChIP-seq	TF ChIP-seq	cell line	/targets/PATZ1-human/	PATZ1	PATZ1	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens PATZ1	HepG2	GEO:GSE170945	ChIP-Seq on HepG2	Richard Myers, HAIB	ENCODE	released	/files/ENCFF226HHH/,/files/ENCFF134BSB/,/files/ENCFF234WUN/,/files/ENCFF428HMJ/,/files/ENCFF399ZJO/,/files/ENCFF062RYN/,/files/ENCFF986HNS/,/files/ENCFF436HCV/,/files/ENCFF990EDN/,/files/ENCFF160LCU/,/files/ENCFF765QUY/,/files/ENCFF318CGU/,/files/ENCFF676URV/,/files/ENCFF221BMZ/,/files/ENCFF628JPC/,/files/ENCFF145KXV/,/files/ENCFF614IKO/,/files/ENCFF024AEZ/,/files/ENCFF454EVF/,/files/ENCFF389JTI/,/files/ENCFF174JHS/,/files/ENCFF526KMC/,/files/ENCFF381QZB/,/files/ENCFF723PFC/		ENCBS605PPK,ENCBS415ISX	1,2	1	ENCAB697XQW	Homo sapiens	child	15 years										/organisms/human/		/replicates/958f5b2f-12de-47af-84ce-801ac2b50697/,/replicates/febcd38e-6f81-48b8-bf5a-33b56ba174a8/				
/experiments/ENCSR037LQB/	ENCSR037LQB	ChIP-seq	TF ChIP-seq	cell line	/targets/ZSCAN25-human/	ZSCAN25	ZSCAN25	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZSCAN25	HepG2	GEO:GSE230959	ChIP-Seq on HepG2	Richard Myers, HAIB	ENCODE	released	/files/ENCFF021QAK/,/files/ENCFF845UGO/,/files/ENCFF457LHP/,/files/ENCFF231OHC/,/files/ENCFF140ALU/,/files/ENCFF135JDA/,/files/ENCFF593NRL/,/files/ENCFF273QHW/,/files/ENCFF203MMW/,/files/ENCFF560YML/,/files/ENCFF725GIP/,/files/ENCFF134LQB/,/files/ENCFF504HUA/,/files/ENCFF829NAG/,/files/ENCFF553CNL/,/files/ENCFF030FQN/,/files/ENCFF845ATE/,/files/ENCFF646LHS/,/files/ENCFF319ZER/,/files/ENCFF421PTV/,/files/ENCFF164DRF/,/files/ENCFF460DRP/,/files/ENCFF877FFC/,/files/ENCFF265FLD/		ENCBS644SVP,ENCBS323WJT	1,2	1	ENCAB697XQW	Homo sapiens	child	15 years										/organisms/human/		/replicates/578c0a0f-802c-496b-ad65-7361022a78b1/,/replicates/2541eb2f-024c-42bf-a07c-fb658efa9107/				
/experiments/ENCSR427XYP/	ENCSR427XYP	ChIP-seq	TF ChIP-seq	cell line	/targets/ZNF740-human/	ZNF740	ZNF740	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF740	K562	GEO:GSE231157	ChIP-Seq on K562	Richard Myers, HAIB	ENCODE	released	/files/ENCFF450CPE/,/files/ENCFF929GYP/,/files/ENCFF347ZIF/,/files/ENCFF216IUF/,/files/ENCFF895JTH/,/files/ENCFF789XXU/,/files/ENCFF914OLM/,/files/ENCFF244MYB/,/files/ENCFF385NDY/,/files/ENCFF382AXO/,/files/ENCFF351XOP/,/files/ENCFF453NDJ/,/files/ENCFF168XGG/,/files/ENCFF850QFG/,/files/ENCFF229VLF/,/files/ENCFF278YSI/,/files/ENCFF239UGM/,/files/ENCFF671XPK/,/files/ENCFF647ENY/,/files/ENCFF913GVQ/,/files/ENCFF610JGP/,/files/ENCFF959SMC/,/files/ENCFF156HNY/,/files/ENCFF394SMV/		ENCBS732MOD,ENCBS201NID	1,2	1	ENCAB697XQW	Homo sapiens	adult	53 years										/organisms/human/		/replicates/d3b34762-3ac0-4aa3-941a-01a585fd4f85/,/replicates/2f2d6beb-266b-4f17-96aa-df631eee8065/				
/experiments/ENCSR924KZA/	ENCSR924KZA	ChIP-seq	TF ChIP-seq	cell line	/targets/ZNF235-human/	ZNF235	ZNF235	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF235	HepG2	GEO:GSE231201	ChIP-Seq on HepG2	Richard Myers, HAIB	ENCODE	released	/files/ENCFF407LDV/,/files/ENCFF745NXZ/,/files/ENCFF198VJY/,/files/ENCFF457JOE/,/files/ENCFF378NPD/,/files/ENCFF823TDH/,/files/ENCFF428DDC/,/files/ENCFF293CTE/,/files/ENCFF529CJI/,/files/ENCFF286KWW/,/files/ENCFF932WON/,/files/ENCFF161THY/,/files/ENCFF464TIF/,/files/ENCFF672RUB/,/files/ENCFF755LNM/,/files/ENCFF790MFA/,/files/ENCFF809RFC/,/files/ENCFF321MWB/,/files/ENCFF055VZC/,/files/ENCFF329TCT/,/files/ENCFF113RXG/,/files/ENCFF985BWH/,/files/ENCFF831SQZ/,/files/ENCFF690RSB/		ENCBS921KYN,ENCBS754XHL	1,2	1	ENCAB697XQW	Homo sapiens	child	15 years										/organisms/human/		/replicates/6b0e080c-1acf-49ef-b61f-d3e7944583b5/,/replicates/f48d5262-5f93-4642-870b-a8d7c2ea7947/				
/experiments/ENCSR203PCF/	ENCSR203PCF	ChIP-seq	TF ChIP-seq	cell line	/targets/ZNF121-human/	ZNF121	ZNF121	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF121	WTC11	GEO:GSE231232	ChIP-Seq on WTC11	Richard Myers, HAIB	ENCODE	released	/files/ENCFF870UTK/,/files/ENCFF430NJW/,/files/ENCFF232DFU/,/files/ENCFF145ETI/,/files/ENCFF037BCV/,/files/ENCFF382UOB/,/files/ENCFF291API/,/files/ENCFF547ULN/,/files/ENCFF227YXX/,/files/ENCFF738YSV/,/files/ENCFF162WYW/,/files/ENCFF989PAM/,/files/ENCFF656WRN/,/files/ENCFF489WIL/,/files/ENCFF781UHH/,/files/ENCFF505YAI/,/files/ENCFF889JNF/,/files/ENCFF194ORH/,/files/ENCFF974DKV/,/files/ENCFF674NKJ/,/files/ENCFF006UJZ/,/files/ENCFF339UXH/,/files/ENCFF854WBM/,/files/ENCFF529MAW/		ENCBS885KFH,ENCBS732AQT	1,2	1	ENCAB697XQW	Homo sapiens	adult	30 years										/organisms/human/		/replicates/66ec5f4d-7dd7-4bae-bcaf-adef3ffbc661/,/replicates/516922ef-1a64-4e46-98eb-995072391cfd/				
/experiments/ENCSR062TDX/	ENCSR062TDX	ChIP-seq	TF ChIP-seq	cell line	/targets/SALL2-human/	SALL2	SALL2	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens SALL2	HepG2	GEO:GSE231005	ChIP-Seq on HepG2	Richard Myers, HAIB	ENCODE	released	/files/ENCFF407XLS/,/files/ENCFF379JGV/,/files/ENCFF325TQV/,/files/ENCFF572NIT/,/files/ENCFF233KSC/,/files/ENCFF359GMV/,/files/ENCFF412LYX/,/files/ENCFF867ZGP/,/files/ENCFF558ELD/,/files/ENCFF766WFF/,/files/ENCFF370TUK/,/files/ENCFF230AKC/,/files/ENCFF405YSR/,/files/ENCFF044LZP/,/files/ENCFF473EOR/,/files/ENCFF211FOO/,/files/ENCFF760MUI/,/files/ENCFF437PVG/,/files/ENCFF558MKP/,/files/ENCFF617HWL/,/files/ENCFF045BOV/,/files/ENCFF967INQ/,/files/ENCFF458XOD/,/files/ENCFF099QRU/		ENCBS580ACR,ENCBS428GGO	1,2	1	ENCAB697XQW	Homo sapiens	child	15 years										/organisms/human/		/replicates/3d8d6aa1-291b-4d71-b3b6-edb3f4a5924a/,/replicates/32fced2d-94ab-4e0b-9b2e-d3b30a9f908c/				
/experiments/ENCSR744CXJ/	ENCSR744CXJ	ChIP-seq	TF ChIP-seq	cell line	/targets/ELF1-human/	ELF1	ELF1	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ELF1	K562	GEO:GSE230891	ChIP-Seq on K562	Richard Myers, HAIB	ENCODE	released	/files/ENCFF984EQG/,/files/ENCFF248YZA/,/files/ENCFF845SGW/,/files/ENCFF080OCG/,/files/ENCFF882SVL/,/files/ENCFF075UUM/,/files/ENCFF934TMJ/,/files/ENCFF060CSW/,/files/ENCFF602BAQ/,/files/ENCFF288BDW/,/files/ENCFF073IWX/,/files/ENCFF865RUS/,/files/ENCFF337DTX/,/files/ENCFF993TOJ/,/files/ENCFF255NGT/,/files/ENCFF550VQT/,/files/ENCFF763MXW/,/files/ENCFF723THE/,/files/ENCFF839GBQ/,/files/ENCFF572RFH/,/files/ENCFF951XGP/,/files/ENCFF815VSJ/,/files/ENCFF245JDF/,/files/ENCFF841KDW/		ENCBS544DOA,ENCBS473RMH	1,2	1	ENCAB697XQW	Homo sapiens	adult	53 years										/organisms/human/		/replicates/ac18197b-3a35-4ada-b4f3-00d0084917ef/,/replicates/c6d8ce3d-daee-4bee-a348-ffdc09307032/				
/experiments/ENCSR000EGC/	ENCSR000EGC	ChIP-seq	TF ChIP-seq	cell line	/targets/RCOR1-human/	RCOR1	RCOR1	Homo sapiens K562	K562	GEO:GSM935385,UCSC-ENCODE-hg19:wgEncodeEH002847,FactorBook:ENCSR000EGC	RCOR1 ChIP-seq on human K562 produced by the Snyder lab	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF000YLB/,/files/ENCFF000YLC/,/files/ENCFF000YLE/,/files/ENCFF000YLH/,/files/ENCFF000YLJ/,/files/ENCFF000YLK/,/files/ENCFF001VMW/,/files/ENCFF002CWJ/,/files/ENCFF000YLF/,/files/ENCFF761MFF/,/files/ENCFF694BOP/,/files/ENCFF112DFJ/,/files/ENCFF796EJK/,/files/ENCFF623TAD/,/files/ENCFF074CIT/,/files/ENCFF918NIR/,/files/ENCFF899INX/,/files/ENCFF072HKU/,/files/ENCFF614PTK/,/files/ENCFF925UER/,/files/ENCFF781QSL/,/files/ENCFF033QIR/,/files/ENCFF976DAC/,/files/ENCFF917EAJ/,/files/ENCFF527JDM/,/files/ENCFF470SPH/,/files/ENCFF234JEE/,/files/ENCFF389ISM/,/files/ENCFF170JJV/,/files/ENCFF985NRC/,/files/ENCFF609HGE/,/files/ENCFF339APP/,/files/ENCFF815YWU/,/files/ENCFF968SUH/,/files/ENCFF368WWT/,/files/ENCFF454YNC/,/files/ENCFF484CKD/,/files/ENCFF477PXF/,/files/ENCFF054TMM/,/files/ENCFF744ZLX/,/files/ENCFF595EMI/,/files/ENCFF550TDY/,/files/ENCFF620JKI/,/files/ENCFF075ISL/,/files/ENCFF214EHD/,/files/ENCFF796XFQ/,/files/ENCFF920YXS/,/files/ENCFF280RJQ/,/files/ENCFF959MXK/,/files/ENCFF249SOZ/,/files/ENCFF162YTV/,/files/ENCFF500QFA/,/files/ENCFF390KZL/,/files/ENCFF880TPE/,/files/ENCFF099UVQ/,/files/ENCFF797TMU/,/files/ENCFF528TFK/,/files/ENCFF727LFR/,/files/ENCFF432MEA/,/files/ENCFF211CGZ/,/files/ENCFF848OZZ/,/files/ENCFF360FBK/,/files/ENCFF181MKU/,/files/ENCFF092DOW/,/files/ENCFF703TCX/,/files/ENCFF398JQW/,/files/ENCFF714ISS/,/files/ENCFF093JDP/,/files/ENCFF428OME/,/files/ENCFF224YBQ/,/files/ENCFF721RTS/,/files/ENCFF574DYD/	/experiment-series/ENCSR882PTO/	ENCBS039ENC	2,1	1	ENCAB000AFJ	Homo sapiens	adult	53 years												/replicates/e4a86e22-612c-47f9-9cc6-e230bdfb4575/,/replicates/a864710e-4b68-47dc-aedb-233fc19f96c9/				
/experiments/ENCSR977FRK/	ENCSR977FRK	ChIP-seq	TF ChIP-seq	cell line	/targets/ZNF563-human/	ZNF563	ZNF563	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF563	HepG2	GEO:GSE231288	ChIP-Seq on HepG2	Richard Myers, HAIB	ENCODE	released	/files/ENCFF696AYG/,/files/ENCFF858WLS/,/files/ENCFF256EWF/,/files/ENCFF310ZXR/,/files/ENCFF352XRV/,/files/ENCFF516UBI/,/files/ENCFF710EDQ/,/files/ENCFF239FVV/,/files/ENCFF604KJX/,/files/ENCFF035MLQ/,/files/ENCFF541XVX/,/files/ENCFF007GFC/,/files/ENCFF776ECC/,/files/ENCFF005YDQ/,/files/ENCFF372LHY/,/files/ENCFF688DNA/,/files/ENCFF650OIV/,/files/ENCFF249WSK/,/files/ENCFF503UTF/,/files/ENCFF831EHA/,/files/ENCFF890XNR/,/files/ENCFF562WDT/,/files/ENCFF771NZA/,/files/ENCFF736TZS/		ENCBS761BHG,ENCBS309OLZ	1,2	1	ENCAB697XQW	Homo sapiens	child	15 years										/organisms/human/		/replicates/14481437-6068-41ef-942c-fc6d04046ff3/,/replicates/b9c5f4a4-a234-4ab5-950f-953fbea4942d/				
/experiments/ENCSR000BGF/	ENCSR000BGF	ChIP-seq	TF ChIP-seq	cell line	/targets/REST-human/	REST	REST	Homo sapiens GM12878	GM12878	FactorBook:ENCSR000BGF,GEO:GSM803349,UCSC-ENCODE-hg19:wgEncodeEH001465	REST ChIP-seq protocol PCR2x on human GM12878	Richard Myers, HAIB	ENCODE	released	/files/ENCFF000NYL/,/files/ENCFF000NYM/,/files/ENCFF000NYO/,/files/ENCFF000NYP/,/files/ENCFF000NYQ/,/files/ENCFF000NYR/,/files/ENCFF000NYY/,/files/ENCFF000NZA/,/files/ENCFF001TXU/,/files/ENCFF001TXV/,/files/ENCFF386AHN/,/files/ENCFF400ZBQ/,/files/ENCFF941DAK/,/files/ENCFF455QSR/,/files/ENCFF876KTI/,/files/ENCFF540RBQ/,/files/ENCFF480ZVD/,/files/ENCFF259SJI/,/files/ENCFF898SKK/,/files/ENCFF425AIF/,/files/ENCFF826FEA/,/files/ENCFF126ZEW/,/files/ENCFF405LKD/,/files/ENCFF203FQH/,/files/ENCFF141SOO/,/files/ENCFF559WHJ/,/files/ENCFF853RLK/,/files/ENCFF557SNT/,/files/ENCFF998SQA/,/files/ENCFF430KUN/,/files/ENCFF137ABA/,/files/ENCFF989HAC/,/files/ENCFF080WIZ/,/files/ENCFF833UPI/,/files/ENCFF594LDC/,/files/ENCFF562ZXJ/,/files/ENCFF618GTZ/,/files/ENCFF775RYU/,/files/ENCFF434NOC/,/files/ENCFF274BBE/,/files/ENCFF022KXM/,/files/ENCFF454QRR/,/files/ENCFF040RJG/,/files/ENCFF321MSM/,/files/ENCFF632AEM/,/files/ENCFF849CSU/,/files/ENCFF936XYD/,/files/ENCFF048JKT/,/files/ENCFF420APQ/,/files/ENCFF629KKG/,/files/ENCFF107LOR/,/files/ENCFF779HBG/,/files/ENCFF248GFX/,/files/ENCFF099XTC/,/files/ENCFF092DAX/,/files/ENCFF992YRI/,/files/ENCFF750IJA/,/files/ENCFF953VYL/,/files/ENCFF168KQG/,/files/ENCFF453VVS/,/files/ENCFF109AVQ/,/files/ENCFF373VJZ/,/files/ENCFF083RKL/,/files/ENCFF720LNG/,/files/ENCFF975LZF/,/files/ENCFF914ENP/,/files/ENCFF849HLL/,/files/ENCFF235NGC/,/files/ENCFF175RRC/,/files/ENCFF348LKE/,/files/ENCFF540WMV/,/files/ENCFF636RSI/	/experiment-series/ENCSR225MFN/	ENCBS110ENC	2,1	1	ENCAB000AJK	Homo sapiens	adult													/replicates/3e36e180-4514-4e10-b841-8ec9a495956d/,/replicates/50dc9e77-fc54-407c-9fd8-daa016217bad/				
/experiments/ENCSR039IQA/	ENCSR039IQA	ChIP-seq	TF ChIP-seq	cell line	/targets/BAZ2A-human/	BAZ2A	BAZ2A	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens BAZ2A	HepG2	GEO:GSE230963	ChIP-Seq on HepG2	Richard Myers, HAIB	ENCODE	released	/files/ENCFF305WHG/,/files/ENCFF219FGO/,/files/ENCFF757UDF/,/files/ENCFF393KMH/,/files/ENCFF330VGE/,/files/ENCFF674SKL/,/files/ENCFF466EDA/,/files/ENCFF423PXL/,/files/ENCFF007CYW/,/files/ENCFF182MXH/,/files/ENCFF454CBO/,/files/ENCFF706MCD/,/files/ENCFF029QBM/,/files/ENCFF814IEK/,/files/ENCFF409CUQ/,/files/ENCFF319KFG/,/files/ENCFF548UAX/,/files/ENCFF703PNG/,/files/ENCFF423KQV/,/files/ENCFF455PZT/,/files/ENCFF191JGD/,/files/ENCFF171BXE/,/files/ENCFF797RVO/,/files/ENCFF331SJQ/		ENCBS901DYD,ENCBS072XYL	1,2	1	ENCAB697XQW	Homo sapiens	child	15 years										/organisms/human/		/replicates/4abdcf6f-5ae8-4239-b7e5-de21ebfbb8d8/,/replicates/8bf64034-3275-4901-871e-0d5ef157fba6/				
/experiments/ENCSR000EDS/	ENCSR000EDS	ChIP-seq	TF ChIP-seq	cell line	/targets/MAX-human/	MAX	MAX	Homo sapiens HepG2	HepG2	FactorBook:ENCSR000EDS,UCSC-ENCODE-hg19:wgEncodeEH002796,GEO:GSM935406	MAX ChIP-seq on human HepG2 produced by the Snyder lab	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF000XUC/,/files/ENCFF000XUD/,/files/ENCFF000XUE/,/files/ENCFF000XUF/,/files/ENCFF000XUH/,/files/ENCFF000XUJ/,/files/ENCFF001VKM/,/files/ENCFF002CUJ/,/files/ENCFF771XWP/,/files/ENCFF870MAQ/,/files/ENCFF675JRZ/,/files/ENCFF864TPK/,/files/ENCFF388QKQ/,/files/ENCFF747IQN/,/files/ENCFF185VLH/,/files/ENCFF572TYC/,/files/ENCFF862AER/,/files/ENCFF965PHJ/,/files/ENCFF998IBG/,/files/ENCFF501VAI/,/files/ENCFF661RGH/,/files/ENCFF460BBP/,/files/ENCFF220PLV/,/files/ENCFF016QMU/,/files/ENCFF699DHK/,/files/ENCFF165OFI/,/files/ENCFF238MIV/,/files/ENCFF345ZJK/,/files/ENCFF140PUO/,/files/ENCFF666QGP/,/files/ENCFF043EMI/,/files/ENCFF240KCU/,/files/ENCFF389VCS/,/files/ENCFF062KZM/,/files/ENCFF265GFD/,/files/ENCFF051CAQ/,/files/ENCFF343OLD/,/files/ENCFF131TOR/,/files/ENCFF617LWA/,/files/ENCFF364UAZ/,/files/ENCFF969FOU/,/files/ENCFF452IIL/,/files/ENCFF447AAX/,/files/ENCFF032AEP/,/files/ENCFF791MBE/,/files/ENCFF999ZXB/,/files/ENCFF059UHP/,/files/ENCFF922GRD/,/files/ENCFF736JUN/,/files/ENCFF079PJO/,/files/ENCFF021XNY/,/files/ENCFF643SZP/,/files/ENCFF742QWS/,/files/ENCFF330UVQ/,/files/ENCFF008WTO/,/files/ENCFF881DZX/,/files/ENCFF942RWP/,/files/ENCFF398OKJ/,/files/ENCFF829PTR/,/files/ENCFF409MFO/,/files/ENCFF261ESK/,/files/ENCFF113PBV/,/files/ENCFF544HBD/,/files/ENCFF737ZVM/,/files/ENCFF269NDW/,/files/ENCFF102SKR/,/files/ENCFF044NSI/,/files/ENCFF532JII/,/files/ENCFF354FXZ/,/files/ENCFF555BBW/,/files/ENCFF005CHP/	/experiment-series/ENCSR433NUW/	ENCBS638AAA	2,1	1	ENCAB000AIL	Homo sapiens	child	15 years												/replicates/5a685a76-1fe8-4052-b115-b86b419de54b/,/replicates/aa386cf0-f1ee-41c2-9e88-a42136297228/				
